FcpaEdges, SparkEdges, Context, CallSite
1, 1, 367, "$i2 = staticinvoke <java.lang.Math: int min(int,int)>($i1, i0)"
1, 1, 368, "specialinvoke r0.<java.lang.Object: void <init>()>()"
1, 1, 368, "specialinvoke r0.<sun.misc.FDBigInteger: void trimLeadingZeros()>()"
1, 1, 372, "specialinvoke r0.<sun.misc.FDBigInteger: void trimLeadingZeros()>()"
1, 1, 372, "specialinvoke r0.<java.lang.Object: void <init>()>()"
1, 1, 365, "$i8 = staticinvoke <sun.misc.FDBigInteger: int checkZeroTail(int[],int)>($r3, i16)"
1, 1, 365, "$i6 = staticinvoke <sun.misc.FDBigInteger: int checkZeroTail(int[],int)>($r2, i17)"
1, 1, 359, "specialinvoke r0.<java.lang.AssertionError: void <init>(java.lang.String)>($r1)"
1, 1, 359, "$r1 = staticinvoke <java.lang.String: java.lang.String valueOf(int)>(i0)"
1, 1, 360, "specialinvoke r0.<java.lang.Error: void <init>(java.lang.String)>(r1)"
1, 1, 361, "specialinvoke r0.<java.lang.Throwable: void <init>(java.lang.String)>(r1)"
1, 1, 362, "specialinvoke r0.<java.lang.Object: void <init>()>()"
1, 1, 362, "virtualinvoke r0.<java.lang.Throwable: java.lang.Throwable fillInStackTrace()>()"
1, 1, 347, "$i8 = staticinvoke <sun.misc.FDBigInteger: int checkZeroTail(int[],int)>($r3, i16)"
1, 1, 347, "$i6 = staticinvoke <sun.misc.FDBigInteger: int checkZeroTail(int[],int)>($r2, i17)"
1, 1, 185, "specialinvoke r0.<java.lang.AssertionError: void <init>(java.lang.String)>($r1)"
1, 1, 185, "$r1 = staticinvoke <java.lang.String: java.lang.String valueOf(int)>(i0)"
1, 1, 190, "specialinvoke r0.<java.lang.Error: void <init>(java.lang.String)>(r1)"
1, 1, 191, "specialinvoke r0.<java.lang.Throwable: void <init>(java.lang.String)>(r1)"
1, 1, 192, "virtualinvoke r0.<java.lang.Throwable: java.lang.Throwable fillInStackTrace()>()"
1, 1, 192, "specialinvoke r0.<java.lang.Object: void <init>()>()"
1, 1, 213, "$r0 = staticinvoke <sun.misc.FDBigInteger: sun.misc.FDBigInteger valueOfPow2(int)>(i1)"
-1, 0, 213, "$r3 = virtualinvoke $r2.<sun.misc.FDBigInteger: sun.misc.FDBigInteger leftShift(int)>(i1)"
1, 1, 213, "specialinvoke $r7.<sun.misc.FDBigInteger: void <init>(int[],int)>($r8, i4)"
1, 1, 213, "$r2 = staticinvoke <sun.misc.FDBigInteger: sun.misc.FDBigInteger big5pow(int)>(i0)"
1, 1, 213, "specialinvoke $r5.<sun.misc.FDBigInteger: void <init>(int[],int)>($r6, i4)"
1, 1, 213, "$r9 = staticinvoke <sun.misc.FDBigInteger: sun.misc.FDBigInteger big5pow(int)>(i0)"
1, 1, 239, "specialinvoke r0.<java.lang.Object: void <init>()>()"
1, 1, 239, "specialinvoke r0.<sun.misc.FDBigInteger: void trimLeadingZeros()>()"
1, 1, 214, "specialinvoke $r3.<java.lang.AssertionError: void <init>(int)>(i0)"
1, 1, 214, "$r0 = staticinvoke <sun.misc.FDBigInteger: sun.misc.FDBigInteger big5powRec(int)>(i0)"
1, 1, 221, "$r2 = staticinvoke <sun.misc.FDBigInteger: sun.misc.FDBigInteger big5powRec(int)>(i2)"
1, 1, 221, "$r3 = specialinvoke r0.<sun.misc.FDBigInteger: sun.misc.FDBigInteger mult(sun.misc.FDBigInteger)>($r2)"
1, 1, 221, "r0 = staticinvoke <sun.misc.FDBigInteger: sun.misc.FDBigInteger big5powRec(int)>(i1)"
1, 1, 221, "$r5 = specialinvoke r0.<sun.misc.FDBigInteger: sun.misc.FDBigInteger mult(int)>($i4)"
1, 1, 233, "specialinvoke $r3.<sun.misc.FDBigInteger: void <init>(int[],int)>(r1, $i5)"
1, 1, 233, "staticinvoke <sun.misc.FDBigInteger: void mult(int[],int,int,int[])>($r2, $i4, i3, r1)"
1, 1, 224, "specialinvoke r0.<java.lang.Object: void <init>()>()"
1, 1, 224, "specialinvoke r0.<sun.misc.FDBigInteger: void trimLeadingZeros()>()"
1, 1, 234, "staticinvoke <sun.misc.FDBigInteger: void mult(int[],int,int[],int,int[])>($r4, $i8, $r3, $i7, r2)"
1, 1, 234, "specialinvoke $r5.<sun.misc.FDBigInteger: void <init>(int[],int)>(r2, $i11)"
1, 1, 234, "$i1 = specialinvoke r0.<sun.misc.FDBigInteger: int size()>()"
1, 1, 234, "$i3 = specialinvoke r1.<sun.misc.FDBigInteger: int size()>()"
1, 1, 234, "$r7 = specialinvoke r0.<sun.misc.FDBigInteger: sun.misc.FDBigInteger mult(int)>($i12)"
1, 1, 234, "$r9 = specialinvoke r1.<sun.misc.FDBigInteger: sun.misc.FDBigInteger mult(int)>($i13)"
1, 1, 230, "specialinvoke r0.<sun.misc.FDBigInteger: void trimLeadingZeros()>()"
1, 1, 230, "specialinvoke r0.<java.lang.Object: void <init>()>()"
1, 1, 215, "$r1 = staticinvoke <java.lang.String: java.lang.String valueOf(int)>(i0)"
1, 1, 215, "specialinvoke r0.<java.lang.AssertionError: void <init>(java.lang.String)>($r1)"
1, 1, 216, "specialinvoke r0.<java.lang.Error: void <init>(java.lang.String)>(r1)"
1, 1, 217, "specialinvoke r0.<java.lang.Throwable: void <init>(java.lang.String)>(r1)"
1, 1, 218, "specialinvoke r0.<java.lang.Object: void <init>()>()"
1, 1, 218, "virtualinvoke r0.<java.lang.Throwable: java.lang.Throwable fillInStackTrace()>()"
1, 1, 236, "specialinvoke r0.<java.lang.Object: void <init>()>()"
1, 1, 236, "specialinvoke r0.<sun.misc.FDBigInteger: void trimLeadingZeros()>()"
1, 1, 242, "specialinvoke $r0.<sun.misc.FDBigInteger: void <init>(int[],int)>($r1, i1)"
1, 1, 243, "specialinvoke r0.<sun.misc.FDBigInteger: void trimLeadingZeros()>()"
1, 1, 243, "specialinvoke r0.<java.lang.Object: void <init>()>()"
1, 1, 377, "$i6 = staticinvoke <sun.misc.FDBigInteger: int checkZeroTail(int[],int)>($r2, i17)"
1, 1, 377, "$i8 = staticinvoke <sun.misc.FDBigInteger: int checkZeroTail(int[],int)>($r3, i16)"
1, 1, 246, "specialinvoke $r2.<sun.misc.FDBigInteger: void <init>(int[],int)>($r3, i3)"
1, 1, 246, "specialinvoke $r12.<sun.misc.FDBigInteger: void <init>(int[],int)>($r13, i3)"
1, 1, 246, "r16 = staticinvoke <sun.misc.FDBigInteger: sun.misc.FDBigInteger big5pow(int)>(i5)"
1, 1, 246, "staticinvoke <sun.misc.FDBigInteger: void mult(int[],int,int,int,int[])>($r7, $i17, i42, i43, r17)"
1, 1, 246, "specialinvoke $r4.<sun.misc.FDBigInteger: void <init>(int[],int)>($r5, i3)"
1, 1, 246, "specialinvoke $r0.<sun.misc.FDBigInteger: void <init>(int[],int)>($r1, 0)"
1, 1, 246, "specialinvoke $r14.<java.lang.AssertionError: void <init>(int)>(i2)"
1, 1, 246, "specialinvoke $r18.<sun.misc.FDBigInteger: void <init>(int[],int)>(r17, $i52)"
1, 1, 246, "staticinvoke <sun.misc.FDBigInteger: void mult(int[],int,int,int[])>($r8, $i21, i42, r17)"
1, 1, 246, "specialinvoke $r15.<java.lang.AssertionError: void <init>(int)>(i5)"
1, 1, 246, "$r19 = virtualinvoke $r18.<sun.misc.FDBigInteger: sun.misc.FDBigInteger leftShift(int)>(i2)"
1, 1, 246, "specialinvoke $r10.<sun.misc.FDBigInteger: void <init>(int[],int)>($r11, i3)"
1, 1, 262, "specialinvoke r0.<sun.misc.FDBigInteger: void trimLeadingZeros()>()"
1, 1, 262, "specialinvoke r0.<java.lang.Object: void <init>()>()"
1, 1, 270, "staticinvoke <sun.misc.FDBigInteger: void leftShift(int[],int,int[],int,int,int)>(r3, i41, r19, i3, i35, i42)"
1, 1, 270, "staticinvoke <sun.misc.FDBigInteger: void leftShift(int[],int,int[],int,int,int)>($r13, i32, r18, i3, i31, i33)"
1, 1, 270, "specialinvoke $r14.<sun.misc.FDBigInteger: void <init>(int[],int)>(r18, $i24)"
1, 1, 270, "specialinvoke $r15.<sun.misc.FDBigInteger: void <init>(int[],int)>($r17, $i30)"
1, 1, 270, "$r17 = staticinvoke <java.util.Arrays: int[] copyOf(int[],int)>($r16, $i28)"
1, 1, 271, "$i2 = staticinvoke <java.lang.Math: int min(int,int)>($i1, i0)"
1, 1, 272, "specialinvoke r0.<java.lang.Object: void <init>()>()"
1, 1, 272, "specialinvoke r0.<sun.misc.FDBigInteger: void trimLeadingZeros()>()"
1, 1, 276, "specialinvoke r0.<java.lang.Object: void <init>()>()"
1, 1, 276, "specialinvoke r0.<sun.misc.FDBigInteger: void trimLeadingZeros()>()"
1, 1, 247, "$r1 = staticinvoke <java.lang.String: java.lang.String valueOf(int)>(i0)"
1, 1, 247, "specialinvoke r0.<java.lang.AssertionError: void <init>(java.lang.String)>($r1)"
1, 1, 248, "specialinvoke r0.<java.lang.Error: void <init>(java.lang.String)>(r1)"
1, 1, 249, "specialinvoke r0.<java.lang.Throwable: void <init>(java.lang.String)>(r1)"
1, 1, 250, "virtualinvoke r0.<java.lang.Throwable: java.lang.Throwable fillInStackTrace()>()"
1, 1, 250, "specialinvoke r0.<java.lang.Object: void <init>()>()"
1, 1, 267, "specialinvoke r0.<sun.misc.FDBigInteger: void trimLeadingZeros()>()"
1, 1, 267, "specialinvoke r0.<java.lang.Object: void <init>()>()"
1, 1, 253, "specialinvoke r0.<java.lang.AssertionError: void <init>(java.lang.String)>($r1)"
1, 1, 253, "$r1 = staticinvoke <java.lang.String: java.lang.String valueOf(int)>(i0)"
1, 1, 254, "specialinvoke r0.<java.lang.Error: void <init>(java.lang.String)>(r1)"
1, 1, 255, "specialinvoke r0.<java.lang.Throwable: void <init>(java.lang.String)>(r1)"
1, 1, 256, "virtualinvoke r0.<java.lang.Throwable: java.lang.Throwable fillInStackTrace()>()"
1, 1, 256, "specialinvoke r0.<java.lang.Object: void <init>()>()"
1, 1, 286, "specialinvoke r0.<sun.misc.FDBigInteger: void trimLeadingZeros()>()"
1, 1, 286, "specialinvoke r0.<java.lang.Object: void <init>()>()"
1, 1, 280, "specialinvoke r0.<sun.misc.FDBigInteger: void trimLeadingZeros()>()"
1, 1, 280, "specialinvoke r0.<java.lang.Object: void <init>()>()"
1, 1, 259, "specialinvoke r0.<sun.misc.FDBigInteger: void trimLeadingZeros()>()"
1, 1, 259, "specialinvoke r0.<java.lang.Object: void <init>()>()"
1, 1, 283, "specialinvoke r0.<java.lang.Object: void <init>()>()"
1, 1, 283, "specialinvoke r0.<sun.misc.FDBigInteger: void trimLeadingZeros()>()"
1, 1, 201, "specialinvoke r0.<java.lang.AssertionError: void <init>(java.lang.String)>($r1)"
1, 1, 201, "$r1 = staticinvoke <java.lang.String: java.lang.String valueOf(int)>(i0)"
1, 1, 202, "specialinvoke r0.<java.lang.Error: void <init>(java.lang.String)>(r1)"
1, 1, 203, "specialinvoke r0.<java.lang.Throwable: void <init>(java.lang.String)>(r1)"
1, 1, 204, "virtualinvoke r0.<java.lang.Throwable: java.lang.Throwable fillInStackTrace()>()"
1, 1, 204, "specialinvoke r0.<java.lang.Object: void <init>()>()"
1, 1, 159, "specialinvoke r0.<java.lang.Error: void <init>()>()"
1, 1, 160, "specialinvoke r0.<java.lang.Throwable: void <init>()>()"
1, 1, 161, "virtualinvoke r0.<java.lang.Throwable: java.lang.Throwable fillInStackTrace()>()"
1, 1, 161, "specialinvoke r0.<java.lang.Object: void <init>()>()"
1, 1, 289, "specialinvoke $r14.<java.lang.AssertionError: void <init>(java.lang.Object)>("cannot modify immutable value")"
1, 1, 289, "i34 = staticinvoke <sun.misc.FDBigInteger: int multAndCarryBy10(int[],int,int[])>($r12, $i31, $r11)"
1, 1, 289, "specialinvoke $r10.<java.lang.IllegalArgumentException: void <init>(java.lang.String)>("disparate values")"
1, 1, 289, "specialinvoke r0.<sun.misc.FDBigInteger: void trimLeadingZeros()>()"
1, 1, 289, "specialinvoke r0.<sun.misc.FDBigInteger: void trimLeadingZeros()>()"
1, 1, 289, "i40 = staticinvoke <sun.misc.FDBigInteger: int multAndCarryBy10(int[],int,int[])>($r5, $i14, $r4)"
1, 1, 289, "i0 = specialinvoke r0.<sun.misc.FDBigInteger: int size()>()"
1, 1, 289, "i1 = specialinvoke r1.<sun.misc.FDBigInteger: int size()>()"
1, 1, 289, "l12 = specialinvoke r0.<sun.misc.FDBigInteger: long multDiffMe(long,sun.misc.FDBigInteger)>(l35, r1)"
1, 1, 289, "specialinvoke $r9.<java.lang.AssertionError: void <init>(long)>(l36)"
1, 1, 289, "specialinvoke $r6.<java.lang.AssertionError: void <init>(int)>(i40)"
1, 1, 155, "specialinvoke r0.<sun.misc.FloatingDecimal$BinaryToASCIIBuffer: void setSign(boolean)>(z0)"
-1, 0, 154, "$r1 = virtualinvoke $r0.<java.lang.ThreadLocal: java.lang.Object get()>()"
1, 1, 705, "specialinvoke r0.<java.lang.Object: void <init>()>()"
1, 1, 720, "$i1 = staticinvoke <java.util.ArrayList: int access$000(java.util.ArrayList)>($r1)"
1, 1, 669, "specialinvoke $r0.<java.lang.String: void <init>(char[],int,int)>($r2, 0, $i0)"
1, 1, 694, "specialinvoke r0.<java.lang.AbstractStringBuilder: java.lang.AbstractStringBuilder append(java.lang.String)>(r1)"
1, 1, 684, "specialinvoke $r0.<java.util.ArrayList$Itr: void <init>(java.util.ArrayList)>(r1)"
1, 1, 685, "specialinvoke r0.<java.lang.Object: void <init>()>()"
1, 1, 117, "specialinvoke $r0.<java.lang.String: void <init>(char[],int,int)>($r2, 0, $i0)"
1, 1, 291, "$r1 = virtualinvoke r0.<java.lang.Object: java.lang.String toString()>()"
1, 1, 717, "specialinvoke $r0.<java.util.ArrayList$Itr: void <init>(java.util.ArrayList)>(r1)"
1, 1, 718, "specialinvoke r0.<java.lang.Object: void <init>()>()"
1, 1, 751, "specialinvoke $r0.<java.lang.String: void <init>(char[],int,int)>($r2, 0, $i0)"
1, 1, 712, "$r3 = virtualinvoke $r0.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>($r2)"
1, 1, 712, "specialinvoke $r0.<java.lang.StringBuilder: void <init>(java.lang.String)>("In Employee getRate: level ")"
1, 1, 712, "$r4 = virtualinvoke $r3.<java.lang.StringBuilder: java.lang.String toString()>()"
-1, 0, 712, "virtualinvoke $r1.<java.io.PrintStream: void println(java.lang.String)>($r4)"
1, 1, 147, "specialinvoke $r0.<java.lang.String: void <init>(char[],int,int)>($r2, 0, $i0)"
1, 1, 136, "$i0 = virtualinvoke r1.<java.lang.String: int length()>()"
1, 1, 136, "virtualinvoke r0.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>(r1)"
1, 1, 136, "specialinvoke r0.<java.lang.AbstractStringBuilder: void <init>(int)>($i1)"
1, 1, 137, "specialinvoke r0.<java.lang.Object: void <init>()>()"
1, 1, 139, "specialinvoke r0.<java.lang.AbstractStringBuilder: java.lang.AbstractStringBuilder append(java.lang.String)>(r1)"
1, 1, 140, "virtualinvoke r0.<java.lang.String: void getChars(int,int,char[],int)>(0, i0, $r2, $i3)"
1, 1, 140, "$r3 = specialinvoke r1.<java.lang.AbstractStringBuilder: java.lang.AbstractStringBuilder appendNull()>()"
1, 1, 140, "i0 = virtualinvoke r0.<java.lang.String: int length()>()"
1, 1, 140, "specialinvoke r1.<java.lang.AbstractStringBuilder: void ensureCapacityInternal(int)>($i2)"
1, 1, 142, "$i3 = specialinvoke r0.<java.lang.AbstractStringBuilder: int newCapacity(int)>(i0)"
1, 1, 142, "$r3 = staticinvoke <java.util.Arrays: char[] copyOf(char[],int)>($r2, $i3)"
1, 1, 143, "$i6 = specialinvoke r0.<java.lang.AbstractStringBuilder: int hugeCapacity(int)>(i2)"
1, 1, 144, "specialinvoke $r0.<java.lang.OutOfMemoryError: void <init>()>()"
1, 1, 141, "specialinvoke r0.<java.lang.AbstractStringBuilder: void ensureCapacityInternal(int)>($i0)"
1, 1, 469, "specialinvoke r0.<java.lang.AbstractStringBuilder: java.lang.AbstractStringBuilder append(java.lang.String)>(r1)"
-1, 1, 470, "virtualinvoke r0.<java.lang.String: void getChars(int,int,char[],int)>(0, i0, $r2, $i3)"
-1, 1, 470, "i0 = virtualinvoke r0.<java.lang.String: int length()>()"
1, 1, 470, "specialinvoke r1.<java.lang.AbstractStringBuilder: void ensureCapacityInternal(int)>($i2)"
1, 1, 470, "$r3 = specialinvoke r1.<java.lang.AbstractStringBuilder: java.lang.AbstractStringBuilder appendNull()>()"
1, 1, 118, "virtualinvoke $r23.<com.ibm.example.irs.Salary: void setEmployerId(int)>(i2)"
1, 1, 118, "$r28 = virtualinvoke $r27.<java.lang.StringBuilder: java.lang.String toString()>()"
1, 1, 118, "virtualinvoke $r23.<com.ibm.example.irs.Salary: void setSalary(double)>($d2)"
1, 1, 118, "$r5 = virtualinvoke $r2.<java.lang.StringBuilder: java.lang.StringBuilder append(int)>($i0)"
1, 1, 118, "r12 = interfaceinvoke r1.<java.util.List: java.util.Iterator iterator()>()"
1, 1, 118, "$r32 = virtualinvoke $r31.<java.lang.StringBuilder: java.lang.String toString()>()"
1, 1, 118, "virtualinvoke $r23.<com.ibm.example.irs.Salary: void setEmployeeId(int)>(i4)"
-1, 0, 118, "virtualinvoke $r3.<java.io.PrintStream: void println(java.lang.String)>($r6)"
1, 1, 118, "specialinvoke $r33.<java.lang.StringBuilder: void <init>(java.lang.String)>("after setSalaryList: ")"
-1, 0, 118, "virtualinvoke $r30.<java.io.PrintStream: void println(java.lang.String)>($r32)"
1, 1, 118, "interfaceinvoke r7.<java.util.List: boolean add(java.lang.Object)>($r23)"
1, 1, 118, "specialinvoke $r2.<java.lang.StringBuilder: void <init>(java.lang.String)>("after getAllEmployers(): ")"
1, 1, 118, "$r36 = virtualinvoke $r35.<java.lang.StringBuilder: java.lang.String toString()>()"
-1, 0, 118, "virtualinvoke $r17.<java.io.PrintStream: void println(java.lang.String)>($r19)"
-1, 0, 118, "r20 = interfaceinvoke r15.<java.util.List: java.util.Iterator iterator()>()"
1, 1, 118, "r7 = virtualinvoke r4.<com.ibm.example.irs.IRS: java.util.List getSalaryList()>()"
-1, 0, 118, "i4 = virtualinvoke r22.<com.ibm.example.irs.Employee: int getEmployeeId()>()"
1, 1, 118, "virtualinvoke r4.<com.ibm.example.irs.IRS: void setSalaryList(java.util.List)>(r7)"
1, 1, 118, "$r35 = virtualinvoke $r33.<java.lang.StringBuilder: java.lang.StringBuilder append(int)>($i8)"
1, 1, 118, "$r19 = virtualinvoke $r18.<java.lang.StringBuilder: java.lang.String toString()>()"
-1, 0, 118, "virtualinvoke $r34.<java.io.PrintStream: void println(java.lang.String)>($r36)"
1, 1, 118, "$i3 = virtualinvoke r4.<com.ibm.example.irs.IRS: int getYear()>()"
1, 1, 118, "$i5 = virtualinvoke r4.<com.ibm.example.irs.IRS: int getYear()>()"
1, 1, 118, "$z0 = interfaceinvoke r12.<java.util.Iterator: boolean hasNext()>()"
1, 1, 118, "$r6 = virtualinvoke $r5.<java.lang.StringBuilder: java.lang.String toString()>()"
1, 1, 118, "specialinvoke $r8.<java.lang.StringBuilder: void <init>(java.lang.String)>("after getSalaryList(): ")"
1, 1, 118, "specialinvoke $r25.<java.lang.StringBuilder: void <init>(java.lang.String)>("in employee list loop: ")"
-1, 0, 118, "$z1 = interfaceinvoke r20.<java.util.Iterator: boolean hasNext()>()"
1, 1, 118, "$r13 = interfaceinvoke r12.<java.util.Iterator: java.lang.Object next()>()"
1, 1, 118, "$r31 = virtualinvoke $r29.<java.lang.StringBuilder: java.lang.StringBuilder append(int)>($i7)"
1, 1, 118, "$i8 = virtualinvoke r4.<com.ibm.example.irs.IRS: int getYear()>()"
-1, 0, 118, "i2 = virtualinvoke r14.<com.ibm.example.irs.Employer: int getEmployerId()>()"
1, 1, 118, "specialinvoke $r16.<java.lang.StringBuilder: void <init>(java.lang.String)>("in employer loop, getEmployees(): ")"
1, 1, 118, "$r18 = virtualinvoke $r16.<java.lang.StringBuilder: java.lang.StringBuilder append(int)>($i3)"
1, 1, 118, "$i0 = virtualinvoke r4.<com.ibm.example.irs.IRS: int getYear()>()"
1, 1, 118, "$r27 = virtualinvoke $r25.<java.lang.StringBuilder: java.lang.StringBuilder append(int)>($i5)"
1, 1, 118, "specialinvoke $r23.<com.ibm.example.irs.Salary: void <init>()>()"
1, 1, 118, "$i1 = virtualinvoke r4.<com.ibm.example.irs.IRS: int getYear()>()"
-1, 0, 118, "virtualinvoke $r9.<java.io.PrintStream: void println(java.lang.String)>($r11)"
1, 1, 118, "specialinvoke $r29.<java.lang.StringBuilder: void <init>(java.lang.String)>("before setSalaryList: ")"
-1, 0, 118, "virtualinvoke $r26.<java.io.PrintStream: void println(java.lang.String)>($r28)"
-1, 0, 118, "$r21 = interfaceinvoke r20.<java.util.Iterator: java.lang.Object next()>()"
1, 1, 118, "$r10 = virtualinvoke $r8.<java.lang.StringBuilder: java.lang.StringBuilder append(int)>($i1)"
-1, 0, 118, "$d0 = virtualinvoke r22.<com.ibm.example.irs.Employee: double getRate()>()"
1, 1, 118, "r1 = virtualinvoke r0.<com.ibm.example.irs.BusinessProcess: java.util.List getAllEmployers()>()"
1, 1, 118, "$r11 = virtualinvoke $r10.<java.lang.StringBuilder: java.lang.String toString()>()"
1, 1, 118, "$i7 = virtualinvoke r4.<com.ibm.example.irs.IRS: int getYear()>()"
-1, 0, 118, "$i6 = virtualinvoke r22.<com.ibm.example.irs.Employee: int getHours()>()"
-1, 0, 118, "r15 = virtualinvoke r14.<com.ibm.example.irs.Employer: java.util.List getEmployees()>()"
1, 1, 551, "specialinvoke $r0.<java.lang.String: void <init>(char[],int,int)>($r2, 0, $i0)"
1, 1, 119, "$r44 = staticinvoke <com.ibm.example.irs.Employee: java.lang.String getLevel()>()"
1, 1, 119, "$r21 = staticinvoke <com.ibm.example.irs.Employee: java.lang.String getLevel()>()"
1, 1, 119, "$d3 = virtualinvoke $r35.<com.ibm.example.irs.Employee: double getRate()>()"
1, 1, 119, "specialinvoke $r14.<java.lang.StringBuilder: void <init>(java.lang.String)>("2nd employee rate: ")"
1, 1, 119, "specialinvoke $r37.<java.lang.StringBuilder: void <init>(java.lang.String)>("4th employee rate: ")"
1, 1, 119, "$r46 = virtualinvoke $r45.<java.lang.StringBuilder: java.lang.String toString()>()"
1, 1, 119, "specialinvoke $r26.<com.ibm.example.irs.Employer: void <init>(int,java.lang.String,java.util.List)>(1, "ACME", $r24)"
1, 1, 119, "staticinvoke <com.ibm.example.irs.Employee: void setLevel(java.lang.String)>("ABC")"
1, 1, 119, "$r32 = staticinvoke <java.lang.String: java.lang.String valueOf(double)>($d2)"
1, 1, 119, "specialinvoke $r30.<java.lang.StringBuilder: void <init>(java.lang.String)>("3rd employee rate: ")"
1, 1, 119, "specialinvoke $r35.<com.ibm.example.irs.Employee: void <init>(int,java.lang.String,int,double)>(25, "Dana", 40, 50.0)"
1, 1, 119, "interfaceinvoke $r0.<java.util.List: boolean add(java.lang.Object)>($r49)"
1, 1, 119, "specialinvoke $r6.<java.lang.StringBuilder: void <init>(java.lang.String)>("1st employee rate: ")"
1, 1, 119, "$r9 = virtualinvoke $r6.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>($r8)"
-1, 0, 119, "virtualinvoke $r5.<java.io.PrintStream: void println(java.lang.String)>("1st employee created: ")"
1, 1, 119, "$d1 = virtualinvoke $r11.<com.ibm.example.irs.Employee: double getRate()>()"
1, 1, 119, "specialinvoke $r3.<com.ibm.example.irs.Employee: void <init>(int,java.lang.String,int,double)>(11, "Alice", 40, 32.0)"
1, 1, 119, "specialinvoke $r49.<com.ibm.example.irs.Employer: void <init>(int,java.lang.String,java.util.List)>(2, "EMCA", $r24)"
-1, 0, 119, "virtualinvoke $r15.<java.io.PrintStream: void println(java.lang.String)>($r18)"
1, 1, 119, "interfaceinvoke $r24.<java.util.List: boolean add(java.lang.Object)>($r3)"
1, 1, 119, "$r23 = virtualinvoke $r22.<java.lang.StringBuilder: java.lang.String toString()>()"
-1, 0, 119, "virtualinvoke $r31.<java.io.PrintStream: void println(java.lang.String)>($r34)"
-1, 0, 119, "virtualinvoke $r2.<java.io.PrintStream: void println(java.lang.String)>("initialize employee list: ")"
1, 1, 119, "specialinvoke $r0.<java.util.ArrayList: void <init>()>()"
1, 1, 119, "$r16 = staticinvoke <java.lang.String: java.lang.String valueOf(double)>($d1)"
1, 1, 119, "specialinvoke $r47.<java.util.ArrayList: void <init>()>()"
1, 1, 119, "specialinvoke $r19.<java.lang.StringBuilder: void <init>(java.lang.String)>("Employee static level is: ")"
1, 1, 119, "interfaceinvoke $r0.<java.util.List: boolean add(java.lang.Object)>($r26)"
1, 1, 119, "$r10 = virtualinvoke $r9.<java.lang.StringBuilder: java.lang.String toString()>()"
1, 1, 119, "$r40 = virtualinvoke $r37.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>($r39)"
1, 1, 119, "$r41 = virtualinvoke $r40.<java.lang.StringBuilder: java.lang.String toString()>()"
1, 1, 119, "$r33 = virtualinvoke $r30.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>($r32)"
1, 1, 119, "$r18 = virtualinvoke $r17.<java.lang.StringBuilder: java.lang.String toString()>()"
1, 1, 119, "specialinvoke $r24.<java.util.ArrayList: void <init>()>()"
1, 1, 119, "$r8 = staticinvoke <java.lang.String: java.lang.String valueOf(double)>($d0)"
-1, 0, 119, "virtualinvoke $r38.<java.io.PrintStream: void println(java.lang.String)>($r41)"
1, 1, 119, "specialinvoke $r28.<com.ibm.example.irs.Employee: void <init>(int,java.lang.String,int,double)>(45, "Charles", 40, 47.0)"
-1, 0, 119, "virtualinvoke $r43.<java.io.PrintStream: void println(java.lang.String)>($r46)"
-1, 0, 119, "virtualinvoke $r20.<java.io.PrintStream: void println(java.lang.String)>($r23)"
1, 1, 119, "specialinvoke $r42.<java.lang.StringBuilder: void <init>(java.lang.String)>("Employee static level is: ")"
1, 1, 119, "$d0 = virtualinvoke $r3.<com.ibm.example.irs.Employee: double getRate()>()"
1, 1, 119, "$r17 = virtualinvoke $r14.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>($r16)"
1, 1, 119, "specialinvoke $r11.<com.ibm.example.irs.Employee: void <init>(int,java.lang.String,int,double)>(22, "Bob", 40, 45.0)"
-1, 0, 119, "virtualinvoke $r7.<java.io.PrintStream: void println(java.lang.String)>($r10)"
-1, 0, 119, "virtualinvoke $r13.<java.io.PrintStream: void println(java.lang.String)>("2nd employee created: ")"
1, 1, 119, "$r22 = virtualinvoke $r19.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>($r21)"
1, 1, 119, "$r34 = virtualinvoke $r33.<java.lang.StringBuilder: java.lang.String toString()>()"
1, 1, 119, "interfaceinvoke $r47.<java.util.List: boolean add(java.lang.Object)>($r28)"
1, 1, 119, "$r45 = virtualinvoke $r42.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>($r44)"
1, 1, 119, "$d2 = virtualinvoke $r28.<com.ibm.example.irs.Employee: double getRate()>()"
1, 1, 119, "interfaceinvoke $r24.<java.util.List: boolean add(java.lang.Object)>($r11)"
1, 1, 119, "$r39 = staticinvoke <java.lang.String: java.lang.String valueOf(double)>($d3)"
1, 1, 119, "interfaceinvoke $r47.<java.util.List: boolean add(java.lang.Object)>($r35)"
1, 1, 505, "specialinvoke r0.<java.util.ArrayList: void ensureCapacityInternal(int)>($i1)"
1, 1, 506, "specialinvoke r0.<java.util.ArrayList: void ensureExplicitCapacity(int)>($i1)"
