FcpaEdges, SparkEdges, Context, CallSite
1, 1, 635, "specialinvoke r0.<java.lang.AbstractStringBuilder: void ensureCapacityInternal(int)>($i0)"
1, 1, 631, "specialinvoke r0.<java.lang.Object: void <init>()>()"
1, 1, 593, "specialinvoke r0.<java.lang.Object: void <init>()>()"
1, 1, 604, "specialinvoke r0.<java.lang.AbstractStringBuilder: java.lang.AbstractStringBuilder append(int)>(i0)"
1, 1, 605, "specialinvoke r0.<java.lang.AbstractStringBuilder: void ensureCapacityInternal(int)>(i3)"
1, 1, 605, "staticinvoke <java.lang.Integer: void getChars(int,int,char[])>(i0, i3, $r1)"
1, 1, 605, "$i6 = staticinvoke <java.lang.Integer: int stringSize(int)>(i0)"
1, 1, 605, "virtualinvoke r0.<java.lang.AbstractStringBuilder: java.lang.AbstractStringBuilder append(java.lang.String)>("-2147483648")"
1, 1, 605, "$i5 = staticinvoke <java.lang.Integer: int stringSize(int)>($i4)"
1, 1, 606, "$r2 = virtualinvoke r0.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>(r1)"
1, 1, 598, "specialinvoke r0.<java.lang.AbstractStringBuilder: java.lang.AbstractStringBuilder append(java.lang.String)>(r1)"
1, 1, 599, "i0 = virtualinvoke r0.<java.lang.String: int length()>()"
1, 1, 599, "specialinvoke r1.<java.lang.AbstractStringBuilder: void ensureCapacityInternal(int)>($i2)"
1, 1, 599, "$r3 = specialinvoke r1.<java.lang.AbstractStringBuilder: java.lang.AbstractStringBuilder appendNull()>()"
1, 1, 599, "virtualinvoke r0.<java.lang.String: void getChars(int,int,char[],int)>(0, i0, $r2, $i3)"
1, 1, 600, "specialinvoke r0.<java.lang.AbstractStringBuilder: void ensureCapacityInternal(int)>($i0)"
1, 1, 601, "$r3 = staticinvoke <java.util.Arrays: char[] copyOf(char[],int)>($r2, $i3)"
1, 1, 601, "$i3 = specialinvoke r0.<java.lang.AbstractStringBuilder: int newCapacity(int)>(i0)"
1, 1, 602, "$i6 = specialinvoke r0.<java.lang.AbstractStringBuilder: int hugeCapacity(int)>(i2)"
1, 1, 603, "specialinvoke $r0.<java.lang.OutOfMemoryError: void <init>()>()"
1, 1, 586, "specialinvoke r0.<java.lang.AbstractStringBuilder: java.lang.AbstractStringBuilder append(int)>(i0)"
1, 1, 587, "$i6 = staticinvoke <java.lang.Integer: int stringSize(int)>(i0)"
1, 1, 587, "staticinvoke <java.lang.Integer: void getChars(int,int,char[])>(i0, i3, $r1)"
1, 1, 587, "virtualinvoke r0.<java.lang.AbstractStringBuilder: java.lang.AbstractStringBuilder append(java.lang.String)>("-2147483648")"
1, 1, 587, "$i5 = staticinvoke <java.lang.Integer: int stringSize(int)>($i4)"
1, 1, 587, "specialinvoke r0.<java.lang.AbstractStringBuilder: void ensureCapacityInternal(int)>(i3)"
1, 1, 583, "$r3 = staticinvoke <java.util.Arrays: char[] copyOf(char[],int)>($r2, $i3)"
1, 1, 583, "$i3 = specialinvoke r0.<java.lang.AbstractStringBuilder: int newCapacity(int)>(i0)"
1, 1, 584, "$i6 = specialinvoke r0.<java.lang.AbstractStringBuilder: int hugeCapacity(int)>(i2)"
1, 1, 585, "specialinvoke $r0.<java.lang.OutOfMemoryError: void <init>()>()"
1, 1, 588, "$r2 = virtualinvoke r0.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>(r1)"
1, 1, 580, "specialinvoke r0.<java.lang.AbstractStringBuilder: java.lang.AbstractStringBuilder append(java.lang.String)>(r1)"
1, 1, 581, "i0 = virtualinvoke r0.<java.lang.String: int length()>()"
1, 1, 581, "virtualinvoke r0.<java.lang.String: void getChars(int,int,char[],int)>(0, i0, $r2, $i3)"
1, 1, 581, "$r3 = specialinvoke r1.<java.lang.AbstractStringBuilder: java.lang.AbstractStringBuilder appendNull()>()"
1, 1, 581, "specialinvoke r1.<java.lang.AbstractStringBuilder: void ensureCapacityInternal(int)>($i2)"
1, 1, 582, "specialinvoke r0.<java.lang.AbstractStringBuilder: void ensureCapacityInternal(int)>($i0)"
1, 1, 590, "virtualinvoke r0.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>(r1)"
1, 1, 590, "$i0 = virtualinvoke r1.<java.lang.String: int length()>()"
1, 1, 590, "specialinvoke r0.<java.lang.AbstractStringBuilder: void <init>(int)>($i1)"
1, 1, 591, "specialinvoke r0.<java.lang.Object: void <init>()>()"
1, 1, 639, "specialinvoke r0.<java.lang.AbstractStringBuilder: java.lang.AbstractStringBuilder append(int)>(i0)"
1, 1, 640, "$i6 = staticinvoke <java.lang.Integer: int stringSize(int)>(i0)"
1, 1, 640, "staticinvoke <java.lang.Integer: void getChars(int,int,char[])>(i0, i3, $r1)"
1, 1, 640, "$i5 = staticinvoke <java.lang.Integer: int stringSize(int)>($i4)"
1, 1, 640, "specialinvoke r0.<java.lang.AbstractStringBuilder: void ensureCapacityInternal(int)>(i3)"
1, 1, 640, "virtualinvoke r0.<java.lang.AbstractStringBuilder: java.lang.AbstractStringBuilder append(java.lang.String)>("-2147483648")"
1, 1, 641, "$r2 = virtualinvoke r0.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>(r1)"
1, 1, 617, "specialinvoke $r6.<java.util.NoSuchElementException: void <init>()>()"
1, 1, 617, "specialinvoke $r5.<java.util.ConcurrentModificationException: void <init>()>()"
1, 1, 617, "virtualinvoke r0.<java.util.ArrayList$Itr: void checkForComodification()>()"
1, 1, 617, "$i1 = staticinvoke <java.util.ArrayList: int access$000(java.util.ArrayList)>($r1)"
1, 1, 618, "specialinvoke $r2.<java.util.ConcurrentModificationException: void <init>()>()"
1, 1, 620, "$i0 = virtualinvoke r1.<java.lang.String: int length()>()"
1, 1, 620, "virtualinvoke r0.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>(r1)"
1, 1, 620, "specialinvoke r0.<java.lang.AbstractStringBuilder: void <init>(int)>($i1)"
1, 1, 621, "specialinvoke r0.<java.lang.Object: void <init>()>()"
1, 1, 539, "specialinvoke r0.<java.lang.AbstractStringBuilder: void <init>(int)>($i1)"
1, 1, 539, "virtualinvoke r0.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>(r1)"
1, 1, 539, "$i0 = virtualinvoke r1.<java.lang.String: int length()>()"
1, 1, 540, "specialinvoke r0.<java.lang.Object: void <init>()>()"
1, 1, 537, "specialinvoke $r0.<java.lang.String: void <init>(char[],int,int)>($r2, 0, $i0)"
1, 1, 615, "$i1 = staticinvoke <java.util.ArrayList: int access$000(java.util.ArrayList)>($r1)"
1, 1, 589, "specialinvoke $r0.<java.lang.String: void <init>(char[],int,int)>($r2, 0, $i0)"
1, 1, 653, "specialinvoke r0.<java.lang.AbstractStringBuilder: java.lang.AbstractStringBuilder append(int)>(i0)"
1, 1, 654, "specialinvoke r0.<java.lang.AbstractStringBuilder: void ensureCapacityInternal(int)>(i3)"
1, 1, 654, "$i6 = staticinvoke <java.lang.Integer: int stringSize(int)>(i0)"
1, 1, 654, "virtualinvoke r0.<java.lang.AbstractStringBuilder: java.lang.AbstractStringBuilder append(java.lang.String)>("-2147483648")"
1, 1, 654, "staticinvoke <java.lang.Integer: void getChars(int,int,char[])>(i0, i3, $r1)"
1, 1, 654, "$i5 = staticinvoke <java.lang.Integer: int stringSize(int)>($i4)"
1, 1, 655, "$r2 = virtualinvoke r0.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>(r1)"
1, 1, 647, "specialinvoke r0.<java.lang.AbstractStringBuilder: java.lang.AbstractStringBuilder append(java.lang.String)>(r1)"
1, 1, 648, "i0 = virtualinvoke r0.<java.lang.String: int length()>()"
1, 1, 648, "specialinvoke r1.<java.lang.AbstractStringBuilder: void ensureCapacityInternal(int)>($i2)"
1, 1, 648, "virtualinvoke r0.<java.lang.String: void getChars(int,int,char[],int)>(0, i0, $r2, $i3)"
1, 1, 648, "$r3 = specialinvoke r1.<java.lang.AbstractStringBuilder: java.lang.AbstractStringBuilder appendNull()>()"
1, 1, 649, "specialinvoke r0.<java.lang.AbstractStringBuilder: void ensureCapacityInternal(int)>($i0)"
1, 1, 650, "$r3 = staticinvoke <java.util.Arrays: char[] copyOf(char[],int)>($r2, $i3)"
1, 1, 650, "$i3 = specialinvoke r0.<java.lang.AbstractStringBuilder: int newCapacity(int)>(i0)"
1, 1, 651, "$i6 = specialinvoke r0.<java.lang.AbstractStringBuilder: int hugeCapacity(int)>(i2)"
1, 1, 652, "specialinvoke $r0.<java.lang.OutOfMemoryError: void <init>()>()"
1, 1, 656, "specialinvoke $r0.<java.lang.String: void <init>(char[],int,int)>($r2, 0, $i0)"
1, 1, 525, "specialinvoke r0.<java.lang.AbstractStringBuilder: void <init>(int)>($i1)"
1, 1, 525, "virtualinvoke r0.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>(r1)"
1, 1, 525, "$i0 = virtualinvoke r1.<java.lang.String: int length()>()"
1, 1, 528, "specialinvoke r0.<java.lang.AbstractStringBuilder: java.lang.AbstractStringBuilder append(java.lang.String)>(r1)"
1, 1, 529, "$r3 = specialinvoke r1.<java.lang.AbstractStringBuilder: java.lang.AbstractStringBuilder appendNull()>()"
1, 1, 529, "virtualinvoke r0.<java.lang.String: void getChars(int,int,char[],int)>(0, i0, $r2, $i3)"
1, 1, 529, "specialinvoke r1.<java.lang.AbstractStringBuilder: void ensureCapacityInternal(int)>($i2)"
1, 1, 529, "i0 = virtualinvoke r0.<java.lang.String: int length()>()"
1, 1, 531, "$i3 = specialinvoke r0.<java.lang.AbstractStringBuilder: int newCapacity(int)>(i0)"
1, 1, 531, "$r3 = staticinvoke <java.util.Arrays: char[] copyOf(char[],int)>($r2, $i3)"
1, 1, 532, "$i6 = specialinvoke r0.<java.lang.AbstractStringBuilder: int hugeCapacity(int)>(i2)"
1, 1, 533, "specialinvoke $r0.<java.lang.OutOfMemoryError: void <init>()>()"
1, 1, 530, "specialinvoke r0.<java.lang.AbstractStringBuilder: void ensureCapacityInternal(int)>($i0)"
1, 1, 526, "specialinvoke r0.<java.lang.Object: void <init>()>()"
1, 1, 623, "specialinvoke r0.<java.util.ArrayList: void ensureCapacityInternal(int)>($i1)"
1, 1, 644, "virtualinvoke r0.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>(r1)"
1, 1, 644, "specialinvoke r0.<java.lang.AbstractStringBuilder: void <init>(int)>($i1)"
1, 1, 644, "$i0 = virtualinvoke r1.<java.lang.String: int length()>()"
1, 1, 645, "specialinvoke r0.<java.lang.Object: void <init>()>()"
1, 1, 642, "specialinvoke $r0.<java.lang.String: void <init>(char[],int,int)>($r2, 0, $i0)"
1, 1, 552, "specialinvoke $r0.<java.util.ArrayList$Itr: void <init>(java.util.ArrayList)>(r1)"
1, 1, 553, "specialinvoke r0.<java.lang.Object: void <init>()>()"
1, 1, 534, "specialinvoke r0.<java.lang.AbstractStringBuilder: java.lang.AbstractStringBuilder append(int)>(i0)"
1, 1, 535, "specialinvoke r0.<java.lang.AbstractStringBuilder: void ensureCapacityInternal(int)>(i3)"
1, 1, 535, "staticinvoke <java.lang.Integer: void getChars(int,int,char[])>(i0, i3, $r1)"
1, 1, 535, "virtualinvoke r0.<java.lang.AbstractStringBuilder: java.lang.AbstractStringBuilder append(java.lang.String)>("-2147483648")"
1, 1, 535, "$i5 = staticinvoke <java.lang.Integer: int stringSize(int)>($i4)"
1, 1, 535, "$i6 = staticinvoke <java.lang.Integer: int stringSize(int)>(i0)"
1, 1, 536, "$r2 = virtualinvoke r0.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>(r1)"
1, 1, 607, "specialinvoke $r0.<java.lang.String: void <init>(char[],int,int)>($r2, 0, $i0)"
1, 1, 750, "specialinvoke r0.<java.lang.AbstractStringBuilder: java.lang.AbstractStringBuilder append(java.lang.String)>(r1)"
1, 1, 186, "$r0 = staticinvoke <java.lang.Integer: java.lang.String toString(int)>(i0)"
1, 1, 187, "staticinvoke <java.lang.Integer: void getChars(int,int,char[])>(i0, i1, r0)"
1, 1, 187, "specialinvoke $r1.<java.lang.String: void <init>(char[],boolean)>(r0, 1)"
1, 1, 187, "$i4 = staticinvoke <java.lang.Integer: int stringSize(int)>(i0)"
1, 1, 187, "$i3 = staticinvoke <java.lang.Integer: int stringSize(int)>($i2)"
1, 1, 189, "specialinvoke r0.<java.lang.Object: void <init>()>()"
